PointInTime,InterbankRate,InverseInterbankRate
20160815,0.857052,1.166791
20160816,0.855649,1.168704
20160817,0.853927,1.17106
20160818,0.855244,1.169257
20160819,0.854862,1.169779
20160820,0.85813,1.165324
20160821,0.853823,1.171203
20160822,0.857836,1.165724
20160823,0.857678,1.165939
20160824,0.856491,1.167555
20160825,0.858685,1.164572
20160826,0.858374,1.164993
20160827,0.860224,1.162488
20160828,0.860091,1.162667
20160829,0.860091,1.162667
20160830,0.860746,1.161783
20160831,0.860686,1.161864
20160901,0.861068,1.161349
20160902,0.861372,1.160939
20160903,0.861372,1.160939
20160904,0.861378,1.160931
20160905,0.861626,1.160596
20160906,0.860805,1.161704
20160907,0.862099,1.15996
20160908,0.85897,1.164185
20160909,0.859144,1.163949
20160910,0.863277,1.158376
20160911,0.863309,1.158334
20160912,0.86106,1.161359
20160913,0.860913,1.161558
20160914,0.859722,1.163166
20160915,0.859371,1.163642
20160916,0.860036,1.162741
20160917,0.860442,1.162193
20160918,0.867409,1.152859
20160919,0.860111,1.162641
20160920,0.859345,1.163677
20160921,0.860486,1.162134
20160922,0.860235,1.162473
20160923,0.859541,1.163411
20160924,0.860929,1.161536
20160925,0.859333,1.163694
20160926,0.859333,1.163694
20160927,0.859827,1.163025
20160928,0.859957,1.162849
20160929,0.860879,1.161603
20160930,0.859664,1.163245
20161001,0.860364,1.162299
20161002,0.85516,1.169372
20161003,0.855703,1.16863
20161004,0.860075,1.162689
20161005,0.860437,1.1622
20161006,0.859819,1.163036
20161007,0.86006,1.162709
20161008,0.859991,1.162802
20161009,0.860433,1.162205
20161010,0.864681,1.156495
20161011,0.86588,1.154894
20161012,0.866549,1.154003
20161013,0.866839,1.153617
20161014,0.86729,1.153017
20161015,0.864157,1.157197
20161016,0.867417,1.152848
20161017,0.868138,1.151891
20161018,0.869053,1.150678
20161019,0.868465,1.151456
20161020,0.86984,1.149637
20161021,0.871648,1.147252
20161022,0.8714,1.147579
20161023,0.871844,1.146994
20161024,0.873175,1.145245
20161025,0.87409,1.144047
20161026,0.873292,1.145092
20161027,0.874761,1.14317
20161028,0.874291,1.143783
20161029,0.869515,1.150067
20161030,0.876606,1.140763
20161031,0.873502,1.144817
20161101,0.872162,1.146576
20161102,0.87126,1.147763
20161103,0.872432,1.146222
20161104,0.871218,1.147818
20161105,0.871154,1.147902
20161106,0.871803,1.147048
20161107,0.873852,1.144359
20161108,0.875289,1.14248
20161109,0.874229,1.143865
20161110,0.87702,1.140225
20161111,0.877642,1.139417
20161112,0.878103,1.138818
20161113,0.878103,1.138818
20161114,0.882077,1.133687
20161115,0.884279,1.130865
20161116,0.886848,1.127589
20161117,0.886852,1.127584
20161118,0.887703,1.126503
20161119,0.888074,1.126032
20161120,0.888042,1.126072
20161121,0.889118,1.12471
20161122,0.887635,1.126589
20161123,0.892152,1.120885
20161124,0.892019,1.121053
20161125,0.891924,1.121171
20161126,0.892175,1.120856
20161127,0.892611,1.120309
20161128,0.891172,1.122117
20161129,0.889181,1.12463
20161130,0.887512,1.126745
